item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
CLP0100870000	ACPROSE	clp-fragment01	870	consider	VVB	0.265	indirect	<b>Consider</b> for example how readily information about the relative position of streets is available from a map of a town centre rather than a verbal description of all the streets .	Lexicalized metaphor			
CLP0100897000	ACPROSE	clp-fragment01	897	extensive	AJ0	0.257	indirect	<b>Extensive</b> use of line drawings , schematic diagrams , algorithmic lists is desirable , and where prose is used this also should be structured into short sentences with meaningful separation into paragraphs .	Lexicalized metaphor			
CLW0100031021	ACPROSE	clw-fragment01	31	stem	VVZ-NN2	0.576	indirect	In contrast , boys seem to have a firmer self-identity and a clearer ambition showing more insight in response to sentence <b>stems</b> such as ‘ My main problem is … ’ and ‘ He/she felt proud that … ’ .	Lexicalized metaphor			technical language
CLW0100045006	ACPROSE	clw-fragment01	45	shape	VVN	0.235	indirect	The ego-identity of that person is <b>shaped</b> by these choices .	Explanation			
CLW0100056024	ACPROSE	clw-fragment01	56	self-examination	NN1-AJ0	0.206	indirect	A person may undergo crisis and commitment simultaneously and progress by route A. An alternative is to undergo a period of considerable self-doubt and <b>self-examination</b> in which all one 's beliefs tend to be very fluid , a period known as moratorium , before acquiring beliefs for oneself and ego-identity is achieved ( route B ) .	Lexicalized metaphor			
CLW0100072053	ACPROSE	clw-fragment01	72	contribute	VVI	0.5	indirect	They are at a stage when they are likely to be concerned with a variety of complex issues ; the meaning of life , the existence of God , ideologies , their emerging sexuality , their future career and life-style — too often science is seen as being purely instrumental with nothing to <b>contribute</b> to these debates .	Lexicalized metaphor			
CLW0100111022	ACPROSE	clw-fragment01	111	encapsulation	NN1	0.515	indirect	The difference is that we are now offering a formal psychological model to suggest that if we want to reduce the current <b>encapsulation</b> of science , if we want to recruit a different sort of student , then certain curriculum changes are needed .	Argumentative metaphor			
CLW0100151002	ACPROSE	clw-fragment01	151	indicate	VVB	0.303	indirect	These examples <b>indicate</b> some of the features of girl friendly science : it builds on girls ' interests , not just boys ' ; it explicitly encourages girls to see themselves as potential scientists , and it includes some of the social and human implications and applications of science .	Lexicalized metaphor			
CLW0100162021	ACPROSE	clw-fragment01	162	narrow	AJ0	0.545	indirect	The fourth point , the idea that science is intrinsically masculine , can be sustained only by clinging to an irredeemably <b>narrow</b> conception of science and scientific thinking .	Argumentative metaphor	Lexicalized metaphor		
CTY0300459020	ACPROSE	cty-fragment03	459	machine	NN2	0.375	indirect	Over against the German army or the Vichy government , where social generality ruled , as it does in all <b>machines</b> of state , the Resistance offered the rare phenomenon of historical action which remained personal .	Heuristic reasoning			
CTY0300462014	ACPROSE	cty-fragment03	462	intimately	AV0	0.5	indirect	It is only too obvious that this balance between action and personal life was <b>intimately</b> bound up with the conditions of clandestine action and could not survive it .	Lexicalized metaphor			
CTY0300468019	ACPROSE	cty-fragment03	468	retrieve	VVI	0.344	indirect	Today , Sartre 's voluntarism is to some extent returning to favour as the result of a desire to <b>retrieve</b> the categories of agency and the subject , which goes together with the wish to get out of the apparently totalizing systems of Adorno , Althusser or Foucault .	Lexicalized metaphor			
CTY0300477014	ACPROSE	cty-fragment03	477	practico-inert	AJ0	0.647	indirect	Its corollary , whereby praxis becomes determining history , he called the ‘ practico-<b>inert</b> ’ , by which he meant the material circumstances that have themselves been created by previous praxes and which form the conditions for new praxis .	Heuristic reasoning			newly introduced technical philosophical term 
CTY0300480042	ACPROSE	cty-fragment03	480	antagonistic	AJ0	0.343	indirect	Sartre 's fundamental thesis , that ‘ History continually effects totalisations of totalisations ’ ( I , 15 ) , does not in itself answer what Ronald Aronson has rightly characterized as the question for Sartre : ‘ how do separate , <b>antagonistic</b> actions yield a history ; how do individual totalizations lead to Totalization ( and also progress , the direction of history , its truth and its meaning ) ? ’	Heuristic reasoning	Lexicalized metaphor		not sure, could be a technical (philosophical) term
CTY0300488009	ACPROSE	cty-fragment03	488	shift	VVG	0.206	indirect	Sartre does not attempt to answer this question , <b>shifting</b> rather to the notion of a lack of self-consciousness .	Lexicalized metaphor			
CTY0300490030	ACPROSE	cty-fragment03	490	political	AJ0	0.257	direct	At the moment , ‘ history is made without being known ( l'histoire se fait sans se connâitre ) ’ — history constitutes , we might say today , a <b>political</b> unconscious .	Heuristic reasoning			
CTY0300490031	ACPROSE	cty-fragment03	490	unconscious	NN1	0.387	indirect	At the moment , ‘ history is made without being known ( l'histoire se fait sans se connâitre ) ’ — history constitutes , we might say today , a political <b>unconscious</b> .	Heuristic reasoning			
CTY0300491017	ACPROSE	cty-fragment03	491	conscious	AJ0	0.312	indirect	‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming <b>conscious</b> of itself ’ ( I , 40 ) : as for Lukács , it is by becoming conscious of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history .	Heuristic reasoning			
CTY0300491035	ACPROSE	cty-fragment03	491	conscious	AJ0	0.382	indirect	‘ Marxism ’ , on the other hand , Sartre claims , ‘ is History itself becoming conscious of itself ’ ( I , 40 ) : as for Lukács , it is by becoming <b>conscious</b> of itself as the subject of history that the working class will understand history 's meaning — and so recognize itself as the meaning of history .	Heuristic reasoning	Explanation		 Conceptualize the working class as a human being
CTY0300492049	ACPROSE	cty-fragment03	492	divorce	NN1	0.333	indirect	While he suggests in apocalyptic tones in The Problem of Method that this process of self-consciousness is at last beginning to take place , and that civil , foreign and colonial wars are becoming apparent as different forms of a single class struggle , Sartre also admits that the <b>divorce</b> between theory and praxis which ensued under Stalinism has generally prevented any clear self-consciousness among the masses .	Explanation			
CTY0300493021	ACPROSE	cty-fragment03	493	dream-work	NN1	0.677	indirect	The ‘ detour , of Stalinism is thus formalized as Marxism 's own descent into its unconscious , resulting in a <b>dream-work</b> of heterogeneous histories that have eluded systematization and subsumption into the single meaning of Marxism 's own reading of history .	Persuasiveness			
CTY0300493027	ACPROSE	cty-fragment03	493	elude	VVN	0.312	indirect	The ‘ detour , of Stalinism is thus formalized as Marxism 's own descent into its unconscious , resulting in a dream-work of heterogeneous histories that have <b>eluded</b> systematization and subsumption into the single meaning of Marxism 's own reading of history .	Explanation	Lexicalized metaphor		
CTY0300494042	ACPROSE	cty-fragment03	494	combine	VVI	0.257	indirect	It is therefore , Sartre argues , our historical task to make it known , promoting not just the historical process as such , but also the general recognition whereby the plurality of the meanings of individual histories can be seen to <b>combine</b> to make one history , with one meaning — the ‘ Truth of humanity ’ ( I , 822 ) .	Heuristic reasoning			
CTY0300497015	ACPROSE	cty-fragment03	497	internally	AV0	0.206	indirect	If History is a history of conflict , how could it be both one and <b>internally</b> diversified without the inner moving principle of the dialectic ?	Heuristic reasoning			
CTY0300498026	ACPROSE	cty-fragment03	498	negation	NN1	0.323	indirect	How can History be a unity if it is also conflictual , if each action is aimed at destroying the other and results in a double <b>negation</b> in which the original aims of each action have been destroyed by the other ?	Lexicalized metaphor			
CTY0300508004	ACPROSE	cty-fragment03	508	formulation	NN1	0.312	indirect	Sartre produces a persuasive <b>formulation</b> of the relation of the individual to the determining historical circumstance through his concepts of praxis and the practico-inert ; it is also obvious to him how the larger question of History ought to be solved .	Lexicalized metaphor			
CTY0300513008	ACPROSE	cty-fragment03	513	account	NN1	0.235	indirect	He attempts to solve this through matching his <b>account</b> of contradiction with a new concept derived from the conjunction of work and labour : ‘ anti-labour ’ ( anti-travail ) , a category of negation .	Lexicalized metaphor			
CTY0300513015	ACPROSE	cty-fragment03	513	derive	VVN	0.353	indirect	He attempts to solve this through matching his account of contradiction with a new concept <b>derived</b> from the conjunction of work and labour : ‘ anti-labour ’ ( anti-travail ) , a category of negation .	Lexicalized metaphor			
CTY0300518003	ACPROSE	cty-fragment03	518	perspective	NN1	0.355	indirect	In the dialectical <b>perspective</b> , we encounter these objects as productions which are human and provided with a future … thus they seem by themselves to be totalizations in process .	Lexicalized metaphor			technical language
CTY0300521038	ACPROSE	cty-fragment03	521	riddle	VVN-AJ0	0.529	indirect	There is , therefore , before any understanding of historic agents and movements , a certain aporia in all social ensembles : from afar they may appear whole , but close to , they can be seen as <b>riddled</b> with holes .	Explanation			
CTY0300523044	ACPROSE	cty-fragment03	523	negation	NN1	0.5	indirect	In the context of the negativity of this formulation , Sartre is obliged to pose once again the problem of whether there can be a totalization , without any independent totalizer or totalizing force such as the dialectic , or whether the structure of <b>negation</b> that he has described means that , as for Adorno or Bakhtin , history does not develop positively but , rather , negatively , and is therefore instead detotalizing :	Lexicalized metaphor			technical language
CTY0300524046	ACPROSE	cty-fragment03	524	adversary	NN1	0.559	indirect	Marxism is rigorously true if History is totalization ; it is not so any more if human history decomposes into a plurality of particular histories , or if , in any case , within the relationship of immanence that characterizes struggle , the negation of each <b>adversary</b> by the other is on principle detotalizing .	Heuristic reasoning			
CTY0300528004	ACPROSE	cty-fragment03	528	confront	VVZ	0.312	indirect	At this point Sartre <b>confronts</b> the possibility that the whole project of the Critique , stated so confidently on its very first page — ‘ it must be proved that a negation of a negation can be an affirmation ’ ( I , 15 ) — may break down .	Lexicalized metaphor			
CTY0300531028	ACPROSE	cty-fragment03	531	richness	NN1	0.625	indirect	That means both that there is a dialectical meaning of the practical ensemble … and that each singular event totalizes in itself the practical ensemble in the infinite <b>richness</b> of its singularity ’ ( II , 26 ) .	Artistic metaphor			
CTY0300532043	ACPROSE	cty-fragment03	532	organic	AJ0	0.455	indirect	Unlike Lukács ' insignificant event from which the universal is precariously drawn out through the narrative , Sartre 's singularity works synecdochally in a conventional antinomy with the universal , the relation between the two structured according to the familiar nineteenth-century model of <b>organic</b> growth or process in which each singular event makes up the whole while , as he puts it , ‘ the whole is entirely present in the part as its present meaning and as its destiny ’ .	Heuristic reasoning	Explanation	Visualization	
